time,src_user,dst_user,src_computer,dst_computer,auth_type,logon_type,auth_orient,success
2050,U13@DOM1,U13@DOM1,C368,C368,?,Network,LogOff,Success
2060,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C1933,C586,NTLM,Network,LogOn,Success
2069,C2547$@DOM1,C2547$@DOM1,C467,C467,?,Network,LogOff,Success
2076,U59@DOM1,U59@DOM1,C1634,C1634,?,NetworkCleartext,LogOff,Success
2083,C2403$@DOM1,C2403$@DOM1,C625,C625,?,Network,LogOff,Success
2090,C961$@DOM1,C961$@DOM1,C586,C586,?,Network,LogOff,Success
2096,C2157$@DOM1,C2157$@DOM1,C2106,C2106,?,Network,LogOff,Success
2101,C2100$@DOM1,C2100$@DOM1,C2101,C2101,?,?,TGT,Success
2106,C3753$@DOM1,C3753$@DOM1,C3753,C612,Kerberos,Network,LogOn,Success
2111,C3699$@DOM1,C3699$@DOM1,C529,C529,?,Network,LogOff,Success
2116,U1203@DOM1,U1203@DOM1,C467,C467,?,Network,LogOff,Success
2122,C2619$@DOM1,C2619$@DOM1,C457,C457,?,Network,LogOff,Success
2129,C625$@DOM1,C625$@DOM1,C625,C1065,Kerberos,Network,LogOn,Success
2137,U285@DOM1,U285@DOM1,C4750,C586,?,?,TGS,Success
2145,U8127@DOM1,U8127@DOM1,C1795,C1794,?,?,TGS,Success
2153,C4386$@DOM1,C4386$@DOM1,C4387,C457,?,?,TGS,Success
2160,C2175$@DOM1,C2175$@DOM1,C2176,C2176,?,?,TGT,Success
2166,C1888$@DOM1,C1888$@DOM1,C1888,C2106,Kerberos,Network,LogOn,Success
2174,U22@DOM1,U22@DOM1,C625,C625,?,Network,LogOff,Success
2182,C1022$@DOM1,C1022$@DOM1,C1022,C529,Kerberos,Network,LogOn,Success
2189,C2786$@DOM1,C2786$@DOM1,C625,C625,?,Network,LogOff,Success
2195,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C586,C586,?,Network,LogOff,Success
2201,C1755$@DOM1,C1755$@DOM1,C612,C612,?,Network,LogOff,Success
2208,U22@DOM1,U22@DOM1,C506,C1065,Kerberos,Network,LogOn,Success
2215,C3236$@DOM1,C3236$@DOM1,C467,C467,?,Network,LogOff,Success
2224,C161$@DOM1,C161$@DOM1,C161,C161,?,?,TGS,Success
2230,C457$@DOM1,C457$@DOM1,C516,C457,Kerberos,Network,LogOn,Success
2236,U42@DOM1,SYSTEM@C561,C561,C1025,?,?,AuthMap,Success
2242,C4308$@DOM1,C4308$@DOM1,C4308,C625,Kerberos,Network,LogOn,Success
2250,C457$@DOM1,C457$@DOM1,C457,C467,Kerberos,Network,LogOn,Success
2257,C1336$@DOM1,C1336$@DOM1,C1065,C1065,?,Network,LogOff,Success
2265,C3430$@DOM1,C3430$@DOM1,C3430,C625,Kerberos,Network,LogOn,Success
2272,U22@DOM1,U22@DOM1,C1065,C1065,?,Network,LogOff,Success
2278,U75@DOM1,U53@DOM1,C1710,C1710,?,?,AuthMap,Success
2284,U712@DOM1,U712@DOM1,C457,C457,?,Network,LogOff,Success
2291,C3054$@DOM1,C3054$@DOM1,C3054,C625,Kerberos,Network,LogOn,Success
2298,U75@DOM1,U75@DOM1,C1710,C1710,?,Interactive,LogOff,Success
2305,C723$@DOM1,C723$@DOM1,C723,C723,?,?,TGS,Success
2311,C457$@DOM1,C457$@DOM1,C457,C457,?,Network,LogOff,Success
2317,C1378$@DOM1,C1378$@DOM1,C612,C612,?,Network,LogOff,Success
2322,C2319$@DOM1,C2319$@DOM1,C2320,C467,?,?,TGS,Success
2327,C76$@DOM1,C76$@DOM1,C76,C586,Kerberos,Network,LogOn,Success
2334,C314$@DOM1,C314$@DOM1,C314,C1065,Kerberos,Network,LogOn,Success
2341,U66@DOM1,U66@DOM1,C3017,C3017,Kerberos,Network,LogOn,Success
2348,C3219$@DOM1,C3219$@DOM1,C3219,C3219,?,Network,LogOff,Success
2354,U841@DOM1,U841@DOM1,C1065,C1065,?,Network,LogOff,Success
2363,C1719$@DOM1,C1719$@DOM1,C1719,C612,Kerberos,Network,LogOn,Success
2370,U66@DOM1,U66@DOM1,C3725,C3725,Kerberos,Network,LogOn,Success
2377,C1214$@DOM1,C1214$@DOM1,C1214,C586,Kerberos,Network,LogOn,Success
2383,U14@DOM1,U14@DOM1,C421,C421,?,Network,LogOff,Success
2390,C1935$@DOM1,C1935$@DOM1,C2106,C2106,?,Network,LogOff,Success
2395,C803$@DOM1,C803$@DOM1,C803,C467,Kerberos,Network,LogOn,Success
2401,U12@DOM1,U12@DOM1,C368,C368,NTLM,Network,LogOn,Success
2407,C1650$@DOM1,C1650$@DOM1,C467,C467,?,Network,LogOff,Success
2412,C4831$@DOM1,C4831$@DOM1,C4831,C4831,Kerberos,Network,LogOn,Success
2417,U334@DOM1,U334@DOM1,C1369,C1065,Kerberos,Network,LogOn,Success
2424,C599$@DOM1,C599$@DOM1,C1619,C599,?,?,TGS,Success
2430,C613$@DOM1,C613$@DOM1,C613,C586,Kerberos,Network,LogOn,Success
2437,C227$@DOM1,C227$@DOM1,C586,C586,?,Network,LogOff,Success
2444,U2483@DOM1,U2483@DOM1,C1922,C1922,?,?,TGT,Success
2452,C1209$@DOM1,C1209$@DOM1,C586,C586,?,Network,LogOff,Success
2458,C104$@DOM1,C104$@DOM1,C105,C104,?,?,TGS,Success
2464,C586$@DOM1,C586$@DOM1,C586,C586,?,Network,LogOff,Success
2473,C123$@DOM1,C123$@DOM1,C527,C101,Kerberos,Network,LogOn,Success
2478,C1489$@DOM1,C1489$@DOM1,C1489,C529,Kerberos,Network,LogOn,Success
2484,C229$@DOM1,C229$@DOM1,C229,C612,Kerberos,Network,LogOn,Success
2490,C793$@DOM1,C793$@DOM1,C528,C528,?,Network,LogOff,Success
2496,C2070$@DOM1,C2070$@DOM1,C2071,C457,?,?,TGS,Success
2502,C805$@DOM1,C805$@DOM1,C805,C805,?,?,TGS,Success
2510,C5294$@DOM1,C5294$@DOM1,C1065,C1065,?,Network,LogOff,Success
2518,C1573$@DOM1,C1573$@DOM1,C586,C586,?,Network,LogOff,Success
2524,C1741$@DOM1,C1741$@DOM1,C586,C586,?,Network,LogOff,Success
2531,C1931$@DOM1,C1931$@DOM1,C1932,C625,Kerberos,Network,LogOn,Success
2539,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C1105,C586,NTLM,Network,LogOn,Success
2545,C2643$@DOM1,C2643$@DOM1,C625,C625,?,Network,LogOff,Success
2552,U51@DOM1,U51@DOM1,C967,C1487,Kerberos,Network,LogOn,Success
2559,C1393$@DOM1,C1393$@DOM1,C1393,C586,Kerberos,Network,LogOn,Success
2564,U75@DOM1,U75@DOM1,C1710,C1710,?,Interactive,LogOff,Success
2570,U1770@DOM1,U1770@DOM1,C5096,C5096,?,?,TGT,Success
2577,U48@DOM1,U48@DOM1,C419,C419,Kerberos,Network,LogOn,Success
2586,C1330$@DOM1,C1330$@DOM1,C457,C457,?,Network,LogOff,Success
2593,C290$@DOM1,C290$@DOM1,C290,C290,?,Network,LogOff,Success
2601,C2885$@DOM1,C2885$@DOM1,C2885,C625,Kerberos,Network,LogOn,Success
2610,C2090$@DOM1,C2090$@DOM1,C457,C457,?,Network,LogOff,Success
2617,U109@DOM1,U109@DOM1,C490,C490,?,?,TGT,Success
2626,C1065$@DOM1,C1065$@DOM1,C2191,C586,?,?,TGS,Success
2633,C1827$@DOM1,C1827$@DOM1,C1828,C529,Kerberos,Network,LogOn,Success
2639,C467$@DOM1,C467$@DOM1,C467,C467,Kerberos,Network,LogOn,Success
2645,C1607$@DOM1,C1607$@DOM1,C457,C457,?,Network,LogOff,Success
2650,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C447,C586,NTLM,Network,LogOn,Success
2655,C1073$@DOM1,C1073$@DOM1,C529,C529,?,Network,LogOff,Success
2660,C1726$@DOM1,C1726$@DOM1,C1726,C1726,?,?,TGS,Success
2665,U66@DOM1,U66@DOM1,C1772,C1772,?,Network,LogOff,Success
2670,U1431@DOM1,U1431@DOM1,C1726,C467,Kerberos,Network,LogOn,Success
2676,C2441$@DOM1,C2441$@DOM1,C2442,C457,?,?,TGS,Success
2683,C839$@DOM1,C839$@DOM1,C839,C1065,?,?,TGS,Success
2691,C1593$@DOM1,C1593$@DOM1,C467,C467,?,Network,LogOff,Success
2698,U767@DOM1,U767@DOM1,C612,C612,?,Network,LogOff,Success
2704,C945$@DOM1,C945$@DOM1,C945,C467,Kerberos,Network,LogOn,Success
2712,C119$@DOM1,C119$@DOM1,C528,C528,?,Network,LogOff,Success
2717,U72@DOM1,U72@DOM1,C841,C1691,Kerberos,Network,LogOn,Success
2725,NETWORK SERVICE@C3726,NETWORK SERVICE@C3726,C3726,C3726,Negotiate,Service,LogOn,Success
2733,C5427$@DOM1,C5427$@DOM1,C5427,C529,Kerberos,Network,LogOn,Success
2738,U949@DOM1,U949@DOM1,C1065,C1065,?,Network,LogOff,Success
2744,C586$@DOM1,C586$@DOM1,C586,C586,Kerberos,Network,LogOn,Success
2750,U6@DOM1,U6@DOM1,C61,C61,Kerberos,Network,LogOn,Success
2757,C2570$@DOM1,C2570$@DOM1,C2570,C467,Kerberos,Network,LogOn,Success
2763,C444$@DOM1,C444$@DOM1,C467,C467,?,Network,LogOff,Success
2770,C1766$@DOM1,C1766$@DOM1,C1968,C101,Kerberos,Network,LogOn,Success
2776,C599$@DOM1,C599$@DOM1,C1619,C101,Kerberos,Network,LogOn,Success
2782,U1744@DOM1,U1744@DOM1,C1065,C1065,?,Network,LogOff,Success
2789,C2447$@DOM1,C2447$@DOM1,C528,C528,?,Network,LogOff,Success
2795,C2397$@DOM1,C2397$@DOM1,C2398,C457,Kerberos,Network,LogOn,Success
2803,C1617$@DOM1,C1617$@DOM1,C988,C988,?,Network,LogOff,Success
2810,C1910$@DOM1,C1910$@DOM1,C1911,C457,Kerberos,Network,LogOn,Success
2818,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C1671,C586,NTLM,Network,LogOn,Success
2824,C567$@DOM1,C567$@DOM1,C101,C101,?,Network,LogOff,Success
2832,C123$@DOM1,C123$@DOM1,C527,C101,Kerberos,Network,LogOn,Success
2837,U490@DOM1,U490@DOM1,C625,C625,?,Network,LogOff,Success
2846,C467$@DOM1,C467$@DOM1,C467,C467,Kerberos,Network,LogOn,Success
2854,C1196$@DOM1,C1196$@DOM1,C1196,C467,Kerberos,Network,LogOn,Success
2860,C480$@DOM1,C480$@DOM1,C586,C586,?,Network,LogOff,Success
2865,U1734@DOM1,U1734@DOM1,C2855,C2855,?,Network,LogOff,Success
2871,C981$@DOM1,C981$@DOM1,C981,C981,Kerberos,Network,LogOn,Success
2877,C1085$@DOM1,C1085$@DOM1,C1085,C529,?,?,TGS,Success
2882,U6@DOM1,U6@DOM1,C921,C921,?,Network,LogOff,Success
2890,C2445$@DOM1,C2445$@DOM1,C2446,C457,Kerberos,Network,LogOn,Success
2898,C612$@DOM1,C612$@DOM1,C529,C529,?,Network,LogOff,Success
2906,C35$@DOM1,C35$@DOM1,C1798,C35,Kerberos,Network,LogOn,Success
2914,C1900$@DOM1,C1900$@DOM1,C1900,C586,Kerberos,Network,LogOn,Success
2920,U22@DOM1,U22@DOM1,C506,C586,Kerberos,Network,LogOn,Success
2928,C1215$@DOM1,C1215$@DOM1,C1215,C467,Kerberos,Network,LogOn,Success
2935,C1938$@DOM1,C1938$@DOM1,C1939,C612,?,?,TGS,Success
2941,U696@DOM1,U696@DOM1,C625,C625,?,Network,LogOff,Success
2946,U22@DOM1,U22@DOM1,C506,C528,Kerberos,Network,LogOn,Success
2953,C3370$@DOM1,C3370$@DOM1,C3370,C3370,Kerberos,Network,LogOn,Success
2960,C743$@DOM1,C743$@DOM1,C743,C586,Kerberos,Network,LogOn,Success
2967,U193@DOM1,U193@DOM1,C528,C528,?,Network,LogOff,Success
2975,C1511$@DOM1,C1511$@DOM1,C1511,C1511,Kerberos,Network,LogOn,Success
2982,C1675$@DOM1,C1675$@DOM1,C1675,C457,Kerberos,Network,LogOn,Success
2988,C1703$@DOM1,C1703$@DOM1,C1703,C467,Kerberos,Network,LogOn,Success
2995,C1065$@DOM1,C1065$@DOM1,C625,C625,?,Network,LogOff,Success
3001,C1635$@DOM1,C1635$@DOM1,C457,C457,?,Network,LogOff,Success
3006,U22@DOM1,U22@DOM1,C506,C586,Kerberos,Network,LogOn,Success
3013,C123$@DOM1,C123$@DOM1,C527,C553,Kerberos,Network,LogOn,Success
3019,C485$@DOM1,C485$@DOM1,C467,C467,?,Network,LogOff,Success
3024,C528$@DOM1,C528$@DOM1,C528,C625,Kerberos,Network,LogOn,Success
3030,C2047$@DOM1,C2047$@DOM1,C2047,C612,?,?,TGS,Success
3035,C3938$@DOM1,C3938$@DOM1,C625,C625,?,Network,LogOff,Success
3041,U650@DOM1,U650@DOM1,C743,C743,?,Network,LogOff,Success
3049,C583$@DOM1,C583$@DOM1,C583,C612,Kerberos,Network,LogOn,Success
3057,C743$@DOM1,C743$@DOM1,C586,C586,?,Network,LogOff,Success
3066,C743$@DOM1,C743$@DOM1,C743,C586,Kerberos,Network,LogOn,Success
3074,U292@DOM1,U292@DOM1,C574,C567,?,?,TGS,Success
3081,C553$@DOM1,C553$@DOM1,C529,C529,?,Network,LogOff,Success
3088,C3329$@DOM1,C3329$@DOM1,C528,C528,?,Network,LogOff,Success
3093,C586$@DOM1,C586$@DOM1,C586,C586,?,Network,LogOff,Success
3098,U780@DOM1,U780@DOM1,C529,C529,?,Network,LogOff,Success
3104,C1318$@DOM1,C1318$@DOM1,C586,C586,?,Network,LogOff,Success
3111,C1794$@DOM1,C1794$@DOM1,C1795,C553,Kerberos,Network,LogOn,Success
3117,C1302$@DOM1,C1302$@DOM1,C1302,C1640,?,?,TGS,Success
3123,C3163$@DOM1,C3163$@DOM1,C3163,C528,Kerberos,Network,LogOn,Success
3129,U367@DOM1,U367@DOM1,C3810,C586,Kerberos,Network,LogOn,Success
3137,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C586,C586,?,Network,LogOff,Success
3144,C4353$@DOM1,C4353$@DOM1,C528,C528,?,Network,LogOff,Success
3151,C697$@DOM1,C697$@DOM1,C1065,C1065,?,Network,LogOff,Success
3158,ANONYMOUS LOGON@C1909,ANONYMOUS LOGON@C1909,C1909,C1909,?,Network,LogOff,Success
3165,C599$@DOM1,C599$@DOM1,C988,C988,?,Network,LogOff,Success
3171,U1150@DOM1,U1150@DOM1,C612,C612,?,Network,LogOff,Success
3178,C123$@DOM1,C123$@DOM1,C527,C101,Kerberos,Network,LogOn,Success
3183,U22@DOM1,U22@DOM1,C452,C586,Kerberos,Network,LogOn,Success
3190,C1382$@DOM1,C1382$@DOM1,C1382,C1065,Kerberos,Network,LogOn,Success
3198,C4587$@DOM1,C4587$@DOM1,C4587,C612,Kerberos,Network,LogOn,Success
3207,C2057$@DOM1,C2057$@DOM1,C2057,C529,Kerberos,Network,LogOn,Success
3214,C561$@DOM1,C561$@DOM1,C529,C529,?,Network,LogOff,Success
3221,C1708$@DOM1,C1708$@DOM1,C1709,C612,Kerberos,Network,LogOn,Success
3228,C1204$@DOM1,C1204$@DOM1,C457,C457,?,Network,LogOff,Success
3235,C1280$@DOM1,C1280$@DOM1,C1280,C529,Kerberos,Network,LogOn,Success
3240,C338$@DOM1,C338$@DOM1,C529,C529,?,Network,LogOff,Success
3245,C929$@DOM1,C929$@DOM1,C17644,C529,Kerberos,Network,LogOn,Success
3251,C567$@DOM1,C567$@DOM1,C612,C612,?,Network,LogOff,Success
3256,C2833$@DOM1,C2833$@DOM1,C467,C467,?,Network,LogOff,Success
3261,NETWORK SERVICE@C5353,NETWORK SERVICE@C5353,C5353,C5353,Negotiate,Service,LogOn,Success
3268,U52@DOM1,U52@DOM1,C801,C801,?,Network,LogOff,Success
3276,C567$@DOM1,C567$@DOM1,C574,C567,?,?,TGS,Success
3284,C1888$@DOM1,C1888$@DOM1,C1888,C467,Kerberos,Network,LogOn,Success
3292,C1912$@DOM1,C1912$@DOM1,C1913,C457,Kerberos,Network,LogOn,Success
3300,U12@DOM1,U12@DOM1,C528,C528,?,Network,LogOff,Success
3304,U292@DOM1,U292@DOM1,C105,C104,?,?,TGS,Success
3310,C3611$@DOM1,C3611$@DOM1,C528,C528,?,Network,LogOff,Success
3315,U66@DOM1,U66@DOM1,C1823,C1952,Kerberos,Network,LogOn,Success
3321,U75@DOM1,U75@DOM1,C1710,C1710,?,?,TGT,Success
3327,C2683$@DOM1,C2683$@DOM1,C2683,C586,Kerberos,Network,LogOn,Success
3332,C1760$@DOM1,C1760$@DOM1,C1760,C625,Kerberos,Network,LogOn,Success
3337,U3@DOM1,U3@DOM1,C419,C419,Kerberos,Network,LogOn,Success
3343,U6@DOM1,U6@DOM1,C61,C61,Kerberos,Network,LogOn,Success
3348,C4123$@DOM1,C4123$@DOM1,C528,C528,?,Network,LogOff,Success
3355,C2491$@DOM1,C2491$@DOM1,C457,C457,?,Network,LogOff,Success
3362,C1777$@DOM1,C1777$@DOM1,C1778,C457,?,?,TGS,Success
3369,C859$@DOM1,C859$@DOM1,C457,C457,?,Network,LogOff,Success
3377,C2319$@DOM1,C2319$@DOM1,C2320,TGT,?,?,TGS,Success
3384,C586$@DOM1,C586$@DOM1,C1521,C586,Kerberos,Network,LogOn,Success
3391,C1165$@DOM1,C1165$@DOM1,C1165,C2106,Kerberos,Network,LogOn,Success
3397,C1443$@DOM1,C1443$@DOM1,C457,C457,?,Network,LogOff,Success
3404,C1754$@DOM1,C1754$@DOM1,C1754,C528,Kerberos,Network,LogOn,Success
3410,C104$@DOM1,C104$@DOM1,C105,C104,?,?,TGS,Success
3415,U19@DOM1,U19@DOM1,C229,C229,Kerberos,Network,LogOn,Success
3420,U94@DOM1,U94@DOM1,C7,C7,NTLM,Network,LogOn,Success
3427,C1051$@DOM1,C1051$@DOM1,C1051,C1051,?,?,TGS,Success
3432,C2223$@DOM1,C2223$@DOM1,C2224,C529,Kerberos,Network,LogOn,Success
3437,U94@DOM1,U94@DOM1,C1679,C1679,?,?,TGS,Success
3444,U308@DOM1,U308@DOM1,C1065,C1065,?,Network,LogOff,Success
3451,U13@DOM1,U13@DOM1,C368,C368,?,Network,LogOff,Success
3457,C2075$@DOM1,C2075$@DOM1,C3066,C2106,Kerberos,Network,LogOn,Success
3462,U66@DOM1,U66@DOM1,C2046,C2046,Kerberos,Network,LogOn,Success
3469,U474@DOM1,U474@DOM1,C360,C528,?,?,TGS,Success
3478,U113@DOM1,U113@DOM1,C1710,C1710,?,?,TGS,Success
3485,C1114$@DOM1,C1114$@DOM1,C1115,C523,Kerberos,Network,LogOn,Success
3491,C104$@DOM1,C104$@DOM1,C105,C523,Kerberos,Network,LogOn,Success
3497,C148$@DOM1,C148$@DOM1,C529,C529,?,Network,LogOff,Success
3504,C1557$@DOM1,C1557$@DOM1,C467,C467,?,Network,LogOff,Success
3511,C2499$@DOM1,C2499$@DOM1,C2500,C2500,?,?,TGT,Success
3518,U75@DOM1,U53@DOM1,C1710,C1710,?,?,AuthMap,Success
3526,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C723,C586,NTLM,Network,LogOn,Success
3531,C553$@DOM1,C553$@DOM1,C457,C457,?,Network,LogOff,Success
3540,ANONYMOUS LOGON@C586,ANONYMOUS LOGON@C586,C3745,C586,NTLM,Network,LogOn,Success
3548,C1320$@DOM1,C1320$@DOM1,C586,C586,?,Network,LogOff,Success
3556,C1708$@DOM1,C1708$@DOM1,C625,C625,?,Network,LogOff,Success
3562,C2350$@DOM1,C2350$@DOM1,C2351,C2351,?,?,TGT,Success
3569,U23@DOM1,U23@DOM1,C2225,C1770,Kerberos,Network,LogOn,Success
3576,U14@DOM1,U14@DOM1,C426,C426,NTLM,Network,LogOn,Success
3585,C599$@DOM1,C599$@DOM1,C1619,C988,Kerberos,Network,LogOn,Success
3591,C5521$@DOM1,C5521$@DOM1,C5521,C2106,Kerberos,Network,LogOn,Success
3597,C1777$@DOM1,C1777$@DOM1,C1778,C457,?,?,TGS,Success
3601,U90@DOM1,U90@DOM1,C1786,C1786,?,?,TGS,Success
3606,C360$@DOM1,C360$@DOM1,C586,C586,?,Network,LogOff,Success
3612,C3745$@DOM1,C3745$@DOM1,C3745,C528,Kerberos,Network,LogOn,Success
3617,U7353@C1596,U7353@C1596,C1596,C529,NTLM,Network,LogOn,Fail
3624,C599$@DOM1,C599$@DOM1,C1085,C1085,?,Network,LogOff,Success
3630,C1250$@DOM1,C1250$@DOM1,C1250,C586,Kerberos,Network,LogOn,Success
3634,C924$@DOM1,C924$@DOM1,C625,C625,?,Network,LogOff,Success
3639,C538$@DOM1,C538$@DOM1,C528,C528,?,Network,LogOff,Success
3646,U1193@DOM1,U1193@DOM1,C754,C1872,?,?,TGS,Success
3653,C988$@DOM1,C988$@DOM1,C529,C529,?,Network,LogOff,Success
3660,C1092$@DOM1,C1092$@DOM1,C586,C586,?,Network,LogOff,Success
3665,U227@DOM1,U227@DOM1,C1703,C1703,?,Network,LogOff,Success
3673,C4548$@DOM1,C4548$@DOM1,C4548,C529,Kerberos,Network,LogOn,Success
3681,C2322$@DOM1,C2322$@DOM1,C2323,C457,Kerberos,Network,LogOn,Success
3689,C585$@DOM1,C585$@DOM1,C586,C586,?,Network,LogOff,Success
3697,U107@DOM1,U107@DOM1,C1802,C1691,Kerberos,Network,LogOn,Success
3703,C457$@DOM1,C457$@DOM1,C457,C457,?,Network,LogOff,Success
3710,C1794$@DOM1,C1794$@DOM1,C1795,C101,Kerberos,Network,LogOn,Success
3715,U194@DOM1,U194@DOM1,C4087,C625,Kerberos,Network,LogOn,Success
3721,C1620$@DOM1,C1620$@DOM1,C1621,C612,?,?,TGS,Success
3727,C2401$@DOM1,C2401$@DOM1,C2402,C457,Kerberos,Network,LogOn,Success
3733,C2941$@DOM1,C2941$@DOM1,C612,C612,?,Network,LogOff,Success
3739,C2284$@DOM1,C2284$@DOM1,C2285,C2106,Kerberos,Network,LogOn,Success
3745,C104$@DOM1,C104$@DOM1,C105,C553,Kerberos,Network,LogOn,Success
3751,C4743$@DOM1,C4743$@DOM1,C4743,C4743,?,Network,LogOff,Success
3757,C585$@DOM1,C585$@DOM1,C586,C586,?,Network,LogOff,Success
3764,C2319$@DOM1,C2319$@DOM1,C2320,C467,?,?,TGS,Success
3770,C3224$@DOM1,C3224$@DOM1,C586,C586,?,Network,LogOff,Success
3777,C599$@DOM1,C599$@DOM1,C1619,C101,Kerberos,Network,LogOn,Success
3783,C295$@DOM1,C295$@DOM1,C625,C625,?,Network,LogOff,Success
3789,C1794$@DOM1,C1794$@DOM1,C1795,C586,?,?,TGS,Success
3795,C966$@DOM1,C966$@DOM1,C966,C625,Kerberos,Network,LogOn,Success
3802,C241$@DOM1,C241$@DOM1,C241,C241,?,Network,LogOff,Success
3808,C1640$@DOM1,C1640$@DOM1,C2106,C2106,?,Network,LogOff,Success
3813,C2623$@DOM1,C2623$@DOM1,C2623,C457,Kerberos,Network,LogOn,Success
3818,C819$@DOM1,C819$@DOM1,C819,C819,?,Network,LogOff,Success
3824,C3636$@DOM1,C3636$@DOM1,C1798,C3636,Kerberos,Network,LogOn,Success
3831,U1734@DOM1,U1734@DOM1,C2855,C2855,?,Network,LogOff,Success
3839,C1002$@DOM1,C1002$@DOM1,C1002,C625,Kerberos,Network,LogOn,Success
3845,C3478$@DOM1,C3478$@DOM1,C529,C529,?,Network,LogOff,Success
3852,C523$@DOM1,C523$@DOM1,C529,C529,?,Network,LogOff,Success
3858,U113@DOM1,U113@DOM1,C1710,C1710,?,?,TGT,Success
3865,C599$@DOM1,C599$@DOM1,C1619,C101,Kerberos,Network,LogOn,Success
3870,U66@DOM1,U66@DOM1,C1697,C1697,?,Network,LogOff,Success
3876,U851@DOM1,U851@DOM1,C467,C467,?,Network,LogOff,Success
3884,C3608$@DOM1,C3608$@DOM1,C3607,C586,Kerberos,Network,LogOn,Success
3890,U1055@DOM1,U1055@DOM1,C527,C123,?,?,TGS,Success
3898,C3511$@DOM1,C3511$@DOM1,C612,C612,?,Network,LogOff,Success
3904,C599$@DOM1,C599$@DOM1,C1619,C1065,Kerberos,Network,LogOn,Success
3910,C2079$@DOM1,C2079$@DOM1,C1065,C1065,?,Network,LogOff,Success
3916,C3947$@DOM1,C3947$@DOM1,C3947,C528,Kerberos,Network,LogOn,Success
3922,U119@DOM1,U119@DOM1,C229,C229,Kerberos,Network,LogOn,Success
3930,C1625$@DOM1,C1625$@DOM1,C1625,C528,NTLM,Network,LogOn,Success
3936,C3692$@DOM1,C3692$@DOM1,C586,C586,?,Network,LogOff,Success
3941,C4688$@DOM1,C4688$@DOM1,C4688,C1065,Kerberos,Network,LogOn,Success
3946,U435@DOM1,U435@DOM1,C528,C528,?,Network,LogOff,Success
3952,U1014@DOM1,U1014@DOM1,C10,C10,?,Network,LogOff,Success
3957,C553$@DOM1,C553$@DOM1,C523,C523,?,Network,LogOff,Success
3962,C5921$@DOM1,C5921$@DOM1,C5921,C5921,?,?,TGS,Success
3969,U491@DOM1,U491@DOM1,C2266,C1065,?,?,TGS,Success
3976,C563$@DOM1,C563$@DOM1,C563,C467,Kerberos,Network,LogOn,Success
3983,C3010$@DOM1,C3010$@DOM1,C5073,C586,Kerberos,Network,LogOn,Success
3990,U66@DOM1,U66@DOM1,C1646,C1646,?,Network,LogOff,Success
3998,C1794$@DOM1,C1794$@DOM1,C1795,C1085,Kerberos,Network,LogOn,Success
4005,U22@DOM1,U22@DOM1,C457,C457,?,Network,LogOff,Success
4012,U22@DOM1,U22@DOM1,C452,C528,Kerberos,Network,LogOn,Success
4018,C402$@DOM1,C402$@DOM1,C529,C529,?,Network,LogOff,Success
4023,U10@DOM1,U10@DOM1,C229,C229,?,Network,LogOff,Success
4030,C1931$@DOM1,C1931$@DOM1,C1932,C1065,Kerberos,Network,LogOn,Success
4036,U1733@DOM1,U1733@DOM1,C5850,C2327,?,?,TGS,Success
4043,C1976$@DOM1,C1976$@DOM1,C457,C457,?,Network,LogOff,Success
4049,C903$@DOM1,C903$@DOM1,C903,C457,Kerberos,Network,LogOn,Success
4056,C988$@DOM1,C988$@DOM1,C988,C457,Kerberos,Network,LogOn,Success
4064,C4235$@DOM1,C4235$@DOM1,C586,C586,?,Network,LogOff,Success
4070,C586$@DOM1,C586$@DOM1,C586,C612,Kerberos,Network,LogOn,Success
4077,C2125$@DOM1,C2125$@DOM1,C612,C612,?,Network,LogOff,Success
4083,C3007$@DOM1,C3007$@DOM1,C528,C528,?,Network,LogOff,Success
4088,C557$@DOM1,C557$@DOM1,C557,C457,?,?,TGS,Success
4093,C2275$@DOM1,C2275$@DOM1,C457,C457,?,Network,LogOff,Success
4099,C101$@DOM1,C101$@DOM1,C988,C988,?,Network,LogOff,Success
4104,C1008$@DOM1,C1008$@DOM1,C625,C625,?,Network,LogOff,Success
4109,C1617$@DOM1,C1617$@DOM1,C553,C553,?,Network,LogOff,Success
4115,C3381$@DOM1,C3381$@DOM1,C529,C529,?,Network,LogOff,Success
4121,C4631$@DOM1,C4631$@DOM1,C625,C625,?,Network,LogOff,Success
4127,U59@DOM1,U59@DOM1,C1634,C1634,?,?,TGT,Success
4133,C4660$@DOM1,C4660$@DOM1,C529,C529,?,Network,LogOff,Success
4140,C1984$@DOM1,C1984$@DOM1,C457,C457,?,Network,LogOff,Success
4145,C567$@DOM1,C567$@DOM1,C574,C523,NTLM,Network,LogOn,Success
4152,C2275$@DOM1,C2275$@DOM1,C2276,C457,Kerberos,Network,LogOn,Success
4158,U349@DOM1,U349@DOM1,C2792,C612,Kerberos,Network,LogOn,Success
